partner_id,monthly_earnings,trips_per_week,avg_rating,cancellation_rate,active_days_per_month,Nova_Score,earnings_m1,earnings_m2,earnings_m3,earnings_m4,earnings_m5,earnings_m6,trips_m1,trips_m2,trips_m3,trips_m4,trips_m5,trips_m6,earnings_trend_slope,earnings_trend_up,earnings_per_active_day,trips_per_active_day,estimated_cancellations_per_month,high_activity_flag,earnings_avg_3mo,earnings_avg_6mo,trips_avg_3mo,trips_avg_6mo,city_Bengaluru,city_Chennai,city_Delhi,city_Kolkata,city_Mumbai,vehicle_type_Auto,vehicle_type_Bike,vehicle_type_Car
P06842,25479.52,21,4.56,0.054,15,61.17,22933.74,28158.33,22995.0,22892.75,23252.72,24010.88,84,84,86,76,89,77,-269.52514285714204,0,1698.6346666666666,5.6,4.536,0,24695.690000000002,24040.570000000003,84.66666666666667,82.66666666666667,False,False,False,True,False,False,False,True
P06843,44968.6,32,5.0,0.084,19,82.28,39857.77,49348.07,50642.21,49225.76,45518.85,51675.26,141,117,122,136,132,125,1319.5240000000038,1,2366.7684210526313,6.7368421052631575,10.752,0,46616.01666666666,47711.32,126.66666666666667,128.83333333333334,False,False,False,False,True,True,False,False
P06844,23192.93,33,4.94,0.29,24,61.74,20308.25,24897.37,20020.13,21082.92,26156.07,20312.68,128,134,133,122,130,143,138.88685714285717,1,966.3720833333333,5.5,38.279999999999994,0,21741.916666666668,22129.569999999996,131.66666666666666,131.66666666666666,False,False,True,False,False,False,True,False
P06845,49529.77,25,4.48,0.09,14,80.77,55613.67,51512.43,53017.73,42507.87,42502.8,43412.02,102,102,98,109,109,94,-2815.628571428571,0,3537.840714285714,7.142857142857143,9.0,0,53381.27666666667,48094.420000000006,100.66666666666667,102.33333333333333,False,False,False,False,True,False,True,False
P06846,33497.01,31,4.97,0.061,15,73.41,30418.2,35292.05,28938.95,33673.73,35308.93,35637.07,128,123,121,131,118,124,882.2791428571443,1,2233.134,8.266666666666667,7.564,0,31549.733333333334,33211.488333333335,124.0,124.16666666666667,False,False,False,False,True,False,True,False
P06847,30736.44,25,4.63,0.055,11,63.56,29964.51,33561.69,33852.19,29060.55,31886.37,33029.06,93,98,107,98,97,90,157.2899999999973,1,2794.221818181818,9.090909090909092,5.5,0,32459.463333333333,31892.395,99.33333333333333,97.16666666666667,True,False,False,False,False,False,False,True
P06848,33809.92,32,4.35,0.06,23,60.58,33291.12,35458.14,37922.03,29179.97,38114.87,33027.6,136,139,119,128,132,137,-59.69914285714347,0,1469.9965217391305,5.565217391304348,7.68,0,35557.09666666667,34498.955,131.33333333333334,131.83333333333334,True,False,False,False,False,False,False,True
P06849,50239.42,26,4.46,0.069,12,79.47,51731.7,47642.95,47186.16,57478.48,52430.03,47014.77,102,106,102,108,98,107,30.540285714284906,0,4186.618333333333,8.666666666666666,7.176,0,48853.60333333333,50580.68166666667,103.33333333333333,103.83333333333333,False,False,True,False,False,False,True,False
P06850,22051.26,22,5.0,0.037,6,53.84,19218.13,21230.7,19232.68,23152.5,22877.14,23996.19,88,94,79,89,86,85,935.6982857142863,1,3675.2099999999996,14.666666666666666,3.256,0,19893.836666666666,21617.890000000003,87.0,86.83333333333333,False,True,False,False,False,False,False,True
P06851,21036.66,17,5.0,0.108,8,47.97,19312.23,23542.49,20914.76,23572.5,22739.4,23915.98,70,74,65,75,71,63,664.7777142857162,1,2629.5825,8.5,7.344,0,21256.493333333332,22332.893333333337,69.66666666666667,69.66666666666667,True,False,False,False,False,False,True,False
P06852,23961.07,38,4.7,0.012,28,79.08,27062.76,20489.99,22512.36,27548.64,22291.98,27482.64,149,161,156,167,147,156,358.33285714285677,1,855.7524999999999,5.428571428571429,1.824,1,23355.036666666667,24564.728333333333,155.33333333333334,156.0,True,False,False,False,False,False,True,False
P06853,30257.15,32,4.43,0.024,24,66.38,33964.35,32061.87,29504.98,29276.52,31126.13,31477.61,124,139,117,117,117,129,-441.9822857142836,0,1260.7145833333334,5.333333333333333,3.072,0,31843.733333333334,31235.243333333336,126.66666666666667,123.83333333333333,False,False,True,False,False,False,False,True
P06854,16193.83,28,4.56,0.03,18,62.68,17560.38,18403.21,16995.35,15002.31,16288.18,17360.34,113,118,107,117,113,123,-266.80942857142793,0,899.6572222222222,6.222222222222222,3.36,0,17652.98,16934.961666666666,112.66666666666667,115.16666666666667,False,False,False,False,True,False,True,False
P06855,30178.71,25,4.37,0.024,9,62.78,25827.55,32045.82,27551.59,27316.72,29621.66,33096.21,97,93,108,105,105,99,823.8842857142874,1,3353.19,11.11111111111111,2.4,0,28474.986666666664,29243.25833333333,99.33333333333333,101.16666666666667,True,False,False,False,False,False,False,True
P06856,43548.38,23,4.41,0.11,14,72.97,41288.31,50001.1,41679.52,43746.79,38054.58,47452.97,91,87,96,97,96,86,-84.25685714285859,0,3110.598571428571,6.571428571428571,10.12,0,44322.97666666666,43703.878333333334,91.33333333333333,92.16666666666667,False,False,True,False,False,False,True,False
P06857,31211.26,33,4.39,0.071,12,69.68,32409.39,32967.31,33857.0,32204.53,29269.57,35831.08,122,124,121,143,135,141,124.65028571428495,1,2600.938333333333,11.0,9.372,0,33077.9,32756.48,122.33333333333333,131.0,False,False,True,False,False,False,True,False
P06858,27658.52,31,4.58,0.234,12,71.31,25793.15,23794.87,28851.39,27429.7,25832.91,30234.35,133,120,136,126,131,134,768.5265714285731,1,2304.8766666666666,10.333333333333334,29.016000000000002,0,26146.47,26989.395,129.66666666666666,130.0,False,False,False,False,True,False,True,False
P06859,25054.72,27,4.64,0.13,25,64.66,28133.34,27512.66,23748.93,24207.26,26740.28,26276.68,106,105,118,103,102,99,-318.3459999999991,0,1002.1888,4.32,14.040000000000001,0,26464.976666666666,26103.191666666666,109.66666666666667,105.5,False,False,True,False,False,False,False,True
P06860,37188.09,25,4.56,0.123,20,69.21,38681.82,34785.33,39021.11,33487.2,41881.11,35807.1,92,106,93,103,105,107,39.42371428571556,0,1859.4044999999999,5.0,12.3,0,37496.08666666666,37277.278333333335,97.0,101.0,False,False,False,False,True,False,False,True
P06861,23393.34,27,4.53,0.059,26,66.89,20388.98,23014.77,25255.31,22985.31,21504.0,24081.01,114,105,117,104,98,103,333.0811428571452,1,899.7438461538461,4.153846153846154,6.372,1,22886.353333333333,22871.563333333335,112.0,106.83333333333333,False,False,False,True,False,False,False,True
P06862,44771.17,22,4.83,0.043,13,81.59,50264.67,42247.31,46013.38,39200.42,39057.79,49879.91,80,92,89,85,92,89,-523.009142857143,0,3443.9361538461535,6.769230769230769,3.784,0,46175.119999999995,44443.91333333333,87.0,87.83333333333333,True,False,False,False,False,False,True,False
P06863,45466.88,29,4.53,0.025,6,78.5,51710.85,42309.94,41913.6,50446.15,52286.32,42813.62,118,125,126,119,106,118,-172.127428571425,0,7577.813333333333,19.333333333333332,2.9000000000000004,0,45311.46333333334,46913.41333333334,123.0,118.66666666666667,True,False,False,False,False,False,False,True
P06864,32054.01,28,4.55,0.178,17,71.44,27993.21,31394.39,27248.27,27696.93,33892.68,27540.67,117,103,122,107,118,121,162.3094285714317,1,1885.53,6.588235294117647,19.936,0,28878.623333333333,29294.358333333326,114.0,114.66666666666667,False,False,False,True,False,False,True,False
P06865,29907.88,19,4.55,0.077,7,65.32,30198.23,28819.99,32625.15,28836.99,33375.44,28357.3,71,68,79,79,82,71,19.244000000001456,0,4272.5542857142855,10.857142857142858,5.852,0,30547.789999999997,30368.849999999995,72.66666666666667,75.0,False,False,True,False,False,False,False,True
P06866,38245.28,30,5.0,0.145,29,84.31,35989.16,39775.15,41947.04,33657.43,34159.3,43525.77,111,129,115,128,128,108,358.4539999999991,1,1318.8027586206897,4.137931034482759,17.4,1,39237.11666666667,38175.64166666667,118.33333333333333,119.83333333333333,False,False,False,True,False,True,False,False
P06867,38758.39,26,4.45,0.097,7,68.68,37512.37,42399.56,41056.04,41955.73,42255.58,42177.67,96,99,113,114,101,106,679.835714285715,1,5536.912857142857,14.857142857142858,10.088000000000001,0,40322.65666666667,41226.15833333333,102.66666666666667,104.83333333333333,False,False,True,False,False,False,False,True
P06868,23552.07,20,4.78,0.11,9,63.43,21288.61,22118.38,20560.35,22228.94,25765.9,21341.52,88,74,81,75,88,82,367.87714285714486,1,2616.8966666666665,8.88888888888889,8.8,0,21322.446666666667,22217.28333333333,81.0,81.33333333333333,True,False,False,False,False,False,False,True
P06869,25787.56,31,4.38,0.016,23,64.5,26391.55,23572.83,26446.86,22794.44,23091.38,22012.27,130,119,120,123,124,136,-771.2334285714259,0,1121.1982608695653,5.391304347826087,1.984,0,25470.413333333334,24051.555000000004,123.0,125.33333333333333,False,False,False,True,False,False,True,False
P06870,19421.22,26,4.7,0.045,30,69.4,22089.58,20393.61,21291.6,19604.7,17448.44,20406.57,100,97,103,109,101,96,-541.0702857142873,0,647.374,3.466666666666667,4.68,1,21258.263333333332,20205.75,100.0,101.0,False,False,False,False,True,False,False,True
P06871,33272.52,25,4.76,0.033,8,74.41,33303.19,34972.61,32171.22,37427.7,31230.76,34061.17,97,106,98,102,102,98,-62.26200000000107,0,4159.065,12.5,3.3000000000000003,0,33482.340000000004,33861.10833333334,100.33333333333333,100.5,False,False,True,False,False,False,False,True
P06872,35333.02,31,4.93,0.018,7,74.87,30911.95,39584.97,32131.86,39664.62,32330.99,30912.67,128,127,135,113,119,129,-406.4451428571395,0,5047.574285714285,17.714285714285715,2.2319999999999998,0,34209.59333333333,34256.176666666666,130.0,125.16666666666667,False,False,False,False,True,False,True,False
P06873,19200.59,18,4.48,0.0,14,59.25,19891.82,16412.35,19705.34,17758.54,21939.04,21884.81,71,67,77,70,67,73,702.8062857142882,1,1371.4707142857144,5.142857142857143,0.0,0,18669.836666666666,19598.649999999998,71.66666666666667,70.83333333333333,False,False,True,False,False,False,True,False
P06874,26358.41,24,4.27,0.045,24,68.75,25094.97,29150.09,28938.69,28095.37,25274.64,27289.86,92,98,87,102,90,105,-42.72057142857111,0,1098.2670833333334,4.0,4.32,0,27727.916666666668,27307.27,92.33333333333333,95.66666666666667,False,True,False,False,False,False,True,False
P06875,19221.97,32,4.36,0.053,21,60.41,21274.44,19343.08,16620.49,16513.31,20728.82,20095.73,117,121,115,128,120,117,-52.67171428571421,0,915.3319047619049,6.095238095238095,6.784,0,19079.33666666667,19095.978333333336,117.66666666666667,119.66666666666667,False,False,False,True,False,False,True,False
P06876,22809.6,31,4.89,0.084,28,69.59,22362.61,23639.66,23473.03,20290.41,24897.03,25229.23,131,116,113,129,117,115,426.3597142857156,1,814.6285714285714,4.428571428571429,10.416,1,23158.433333333334,23315.328333333335,120.0,120.16666666666667,False,False,False,True,False,False,False,True
P06877,34408.14,28,5.0,0.062,14,79.05,31237.49,30190.1,35886.04,34402.69,33230.77,32726.24,121,114,114,115,121,115,430.92600000000084,1,2457.7242857142855,8.0,6.944,0,32437.876666666667,32945.555,116.33333333333333,116.66666666666667,False,False,True,False,False,False,True,False
P06878,24132.14,29,4.85,0.074,15,57.67,21895.86,23644.3,24873.24,22168.43,25453.99,24553.87,109,120,123,126,114,119,457.5517142857176,1,1608.8093333333334,7.733333333333333,8.584,0,23471.133333333335,23764.948333333337,117.33333333333333,118.5,False,False,False,True,False,False,True,False
P06879,27593.39,35,4.22,0.015,20,73.62,29818.22,25335.99,28835.37,30062.41,24346.75,28224.08,128,136,140,150,126,139,-277.4679999999982,0,1379.6695,7.0,2.1,0,27996.52666666667,27770.47,134.66666666666666,136.5,False,True,False,False,False,True,False,False
P06880,16981.51,16,4.84,0.003,11,39.99,15787.31,15729.42,17650.8,19177.59,16456.59,19362.43,59,67,64,62,61,67,616.6828571428583,1,1543.7736363636361,5.818181818181818,0.192,0,16389.176666666666,17360.69,63.333333333333336,63.333333333333336,False,True,False,False,False,False,True,False
P06881,31495.92,29,4.32,0.042,26,67.64,34020.95,31534.61,28003.69,26812.48,35911.43,28013.92,114,124,110,116,128,112,-517.0257142857123,0,1211.3815384615384,4.461538461538462,4.872,1,31186.416666666668,30716.180000000004,116.0,117.33333333333333,True,False,False,False,False,False,True,False
P06882,29645.81,26,4.5,0.126,27,68.89,27030.05,32424.71,27288.41,27270.43,26697.81,31948.52,100,113,103,104,109,99,211.24771428571432,1,1097.992962962963,3.8518518518518516,13.104,1,28914.39,28776.655,105.33333333333333,104.66666666666667,False,False,False,False,True,False,False,True
P06883,24168.33,33,4.66,0.125,12,61.4,22875.47,25935.86,25031.1,23730.06,23339.68,24713.21,121,135,126,126,132,124,2.8319999999996064,0,2014.0275000000001,11.0,16.5,0,24614.14333333333,24270.896666666664,127.33333333333333,127.33333333333333,False,False,False,False,True,False,False,True
P06884,28487.89,24,4.71,0.017,5,66.26,28192.93,29265.61,24365.92,29026.99,30970.79,31439.63,95,91,92,98,89,98,743.146000000001,1,5697.5779999999995,19.2,1.6320000000000001,0,27274.819999999996,28876.978333333333,92.66666666666667,93.83333333333333,True,False,False,False,False,False,True,False
P06885,31442.36,33,4.62,0.001,17,62.64,35622.9,31814.18,32713.37,35365.45,33002.75,34573.56,124,139,129,126,131,140,27.745428571427297,0,1849.550588235294,7.764705882352941,0.132,0,33383.48333333333,33848.70166666667,130.66666666666666,131.5,False,True,False,False,False,False,True,False
P06886,23481.05,33,4.42,0.069,11,63.37,26522.3,22968.97,24646.09,26241.6,24407.51,20043.64,121,122,120,123,136,120,-756.6334285714286,0,2134.640909090909,12.0,9.108,0,24712.453333333335,24138.351666666666,121.0,123.66666666666667,False,False,False,False,True,False,False,True
P06887,18189.9,29,4.92,0.204,13,52.01,16590.31,20769.46,16766.58,18938.43,20117.62,16860.88,120,109,127,107,126,108,44.83371428571496,0,1399.223076923077,8.923076923076923,23.663999999999998,0,18042.11666666667,18340.546666666665,118.66666666666667,116.16666666666667,False,False,False,True,False,True,False,False
P06888,44444.6,23,4.44,0.039,8,77.88,42554.18,45247.17,45753.04,41209.76,38165.83,40188.82,93,98,100,88,92,98,-1074.6885714285734,0,5555.575,11.5,3.588,0,44518.130000000005,42186.466666666674,97.0,94.83333333333333,False,False,True,False,False,False,True,False
P06889,24933.82,33,4.98,0.013,6,57.09,22311.28,23093.45,25188.82,27052.85,26962.17,24647.41,141,143,140,131,133,119,718.5954285714298,1,4155.636666666666,22.0,1.716,0,23531.18333333333,24875.996666666662,141.33333333333334,134.5,False,False,True,False,False,False,True,False
P06890,29225.92,30,4.19,0.038,21,68.66,29313.47,26859.42,27127.72,26618.84,32580.02,32779.39,115,110,122,111,122,109,970.929142857145,1,1391.7104761904761,5.714285714285714,4.56,0,27766.87,29213.14333333333,115.66666666666667,114.83333333333333,True,False,False,False,False,False,True,False
P06891,38086.72,36,4.66,0.081,12,81.3,37636.34,39359.04,37663.66,43401.79,32558.52,32430.91,134,139,153,149,157,144,-1162.5880000000002,0,3173.8933333333334,12.0,11.664,0,38219.68,37175.043333333335,142.0,146.0,False,False,False,True,False,False,False,True
P06892,58232.44,26,4.23,0.006,13,82.99,65233.61,58631.23,65388.47,49599.6,59262.51,58026.16,101,107,114,112,101,101,-1426.6365714285673,0,4479.418461538462,8.0,0.624,0,63084.43666666667,59356.92999999999,107.33333333333333,106.0,False,True,False,False,False,True,False,False
P06893,20044.11,26,4.35,0.151,15,55.52,22629.83,17083.78,19602.76,20463.66,19133.64,22357.96,110,113,99,102,111,110,161.46085714285846,1,1336.2740000000001,6.933333333333334,15.703999999999999,0,19772.123333333333,20211.938333333335,107.33333333333333,107.5,False,False,True,False,False,False,False,True
P06894,33598.62,31,4.45,0.055,16,69.2,32425.03,36925.54,34907.4,29449.83,29070.49,37894.66,118,126,121,133,122,128,-47.844857142856206,0,2099.91375,7.75,6.82,0,34752.65666666667,33445.49166666666,121.66666666666667,124.66666666666667,False,False,True,False,False,False,False,True
P06895,24339.58,18,5.0,0.036,23,61.0,24279.25,25830.06,20946.77,23664.88,23738.99,25488.15,68,77,75,67,75,67,71.12571428571695,0,1058.2426086956523,3.130434782608696,2.5919999999999996,0,23685.36,23991.350000000002,73.33333333333333,71.5,False,False,True,False,False,False,True,False
P06896,25689.68,32,4.99,0.092,28,69.16,28743.43,26936.88,22435.83,26729.6,26799.71,28231.05,119,139,132,117,128,124,37.724571428571636,0,917.4885714285714,4.571428571428571,11.776,1,26038.713333333333,26646.08333333333,130.0,126.5,False,True,False,False,False,False,True,False
P06897,24238.3,36,4.86,0.121,18,57.81,26468.52,21102.69,21193.79,25616.96,27285.15,22959.01,158,145,153,153,146,132,154.9428571428582,1,1346.572222222222,8.0,17.424,0,22921.666666666668,24104.353333333333,152.0,147.83333333333334,False,False,False,False,True,False,True,False
P06898,20994.76,31,4.61,0.174,19,62.65,17868.58,20125.93,22747.24,22793.4,21753.91,19646.64,136,130,120,136,120,114,394.8685714285712,1,1104.9873684210525,6.526315789473684,21.575999999999997,0,20247.25,20822.616666666665,128.66666666666666,126.0,False,False,False,False,True,False,True,False
P06899,29669.67,25,4.66,0.086,19,64.86,28068.04,33544.96,28336.82,30500.37,32845.0,25656.43,103,103,96,97,98,110,-342.69657142857005,0,1561.5615789473684,5.2631578947368425,8.6,0,29983.273333333334,29825.27,100.66666666666667,101.16666666666667,False,False,False,True,False,False,True,False
P06900,18203.98,26,4.98,0.061,12,55.85,17776.77,20184.15,16716.41,16845.89,16137.31,18221.47,98,108,106,107,105,94,-279.6440000000019,0,1516.9983333333332,8.666666666666666,6.343999999999999,0,18225.77666666667,17647.0,104.0,103.0,True,False,False,False,False,False,True,False
P06901,37574.46,30,4.81,0.109,5,74.39,34527.73,35157.03,40362.39,41962.25,34311.36,37076.58,126,120,112,124,123,112,337.3457142857148,1,7514.892,24.0,13.08,0,36682.38333333334,37232.89000000001,119.33333333333333,119.5,False,False,False,True,False,False,True,False
P06902,30440.02,35,4.61,0.086,28,69.78,27696.51,27308.28,27426.09,33281.05,34734.74,29270.35,142,143,127,145,136,137,1028.6725714285747,1,1087.1435714285715,5.0,12.04,1,27476.959999999995,29952.836666666666,137.33333333333334,138.33333333333334,False,False,True,False,False,False,True,False
P06903,33379.48,30,5.0,0.148,6,67.52,28750.93,32869.65,30840.9,29975.3,37258.85,29507.47,126,121,114,122,128,122,459.5628571428582,1,5563.246666666667,20.0,17.759999999999998,0,30820.493333333336,31533.850000000002,120.33333333333333,122.16666666666667,False,True,False,False,False,True,False,False
P06904,26270.49,30,4.84,0.16,6,48.28,27400.41,25134.27,25726.15,28843.77,24183.77,24148.59,129,123,112,114,125,131,-456.94228571428397,0,4378.415,20.0,19.2,0,26086.943333333333,25906.16,121.33333333333333,122.33333333333333,False,False,True,False,False,False,True,False
P06905,27062.37,30,4.67,0.202,24,76.54,25134.26,28541.81,25693.86,30899.63,28044.52,24656.6,116,120,108,110,119,117,37.87428571428543,0,1127.5987499999999,5.0,24.240000000000002,0,26456.64333333333,27161.78,114.66666666666667,115.0,False,True,False,False,False,False,True,False
P06906,32300.51,35,4.46,0.128,30,80.59,27962.69,36820.33,33127.97,33630.18,30969.4,36602.63,152,132,148,126,147,131,747.117714285713,1,1076.6836666666666,4.666666666666667,17.92,1,32636.99666666667,33185.53333333333,144.0,139.33333333333334,False,False,False,False,True,False,True,False
P06907,20687.59,31,4.44,0.057,27,61.34,19017.97,19837.34,19681.18,19333.41,20492.7,23582.57,134,129,125,116,112,124,698.3231428571447,1,766.207037037037,4.592592592592593,7.0680000000000005,1,19512.163333333334,20324.194999999996,129.33333333333334,123.33333333333333,False,False,True,False,False,False,False,True
P06908,27136.08,30,4.5,0.026,22,76.33,29593.91,23572.22,26264.62,28003.84,30073.93,23093.52,121,117,124,111,122,127,-321.6457142857136,0,1233.4581818181819,5.454545454545454,3.1199999999999997,0,26476.916666666668,26767.006666666664,120.66666666666667,120.33333333333333,False,False,True,False,False,False,False,True
P06909,23123.09,37,4.74,0.204,25,68.16,25561.34,25881.31,25640.41,22030.77,24758.21,20837.7,153,137,138,134,149,141,-874.2039999999981,0,924.9236,5.92,30.191999999999997,0,25694.353333333333,24118.290000000005,142.66666666666666,142.0,False,False,False,True,False,False,True,False
P06910,22875.45,31,4.85,0.097,8,48.81,22759.24,19704.57,25514.35,24082.91,21080.48,25543.51,122,133,118,114,124,116,474.78971428571714,1,2859.43125,15.5,12.028,0,22659.38666666667,23114.176666666666,124.33333333333333,121.16666666666667,False,True,False,False,False,True,False,False
P06911,13121.29,37,4.17,0.017,26,53.92,12790.91,14903.55,14411.29,13297.64,12396.97,11304.02,153,139,135,135,151,154,-459.08114285714277,0,504.665,5.6923076923076925,2.516,1,14035.25,13184.063333333334,142.33333333333334,144.5,False,True,False,False,False,False,True,False
P06912,40714.61,25,4.02,0.055,7,71.45,46551.3,42724.85,45170.79,45960.57,38146.05,46131.1,101,101,110,101,106,100,-429.93200000000314,0,5816.372857142857,14.285714285714286,5.5,0,44815.64666666667,44114.10999999999,104.0,103.16666666666667,False,False,True,False,False,True,False,False
P06913,24507.69,33,4.31,0.048,29,64.47,22306.15,27755.12,25020.36,25374.59,26571.21,23625.89,127,138,122,120,120,137,97.17714285714388,0,845.0927586206897,4.551724137931035,6.336,1,25027.210000000003,25108.88666666667,129.0,127.33333333333333,False,True,False,False,False,False,True,False
P06914,39307.01,27,4.48,0.085,21,72.01,35950.5,35765.37,41031.41,35934.25,39190.13,39763.2,104,111,99,119,100,105,692.5891428571463,1,1871.7623809523811,5.142857142857143,9.180000000000001,0,37582.426666666666,37939.14333333333,104.66666666666667,106.33333333333333,False,False,True,False,False,False,True,False
P06915,38550.34,29,4.96,0.111,28,80.64,36143.26,33238.49,39211.55,41153.76,43763.01,41601.44,120,108,119,116,105,123,1737.3334285714288,1,1376.797857142857,4.142857142857143,12.876,1,36197.76666666667,39185.25166666667,115.66666666666667,115.16666666666667,False,False,False,False,True,False,False,True
P06916,19712.0,34,4.52,0.084,10,62.4,17776.82,19642.28,21400.85,18534.47,21584.76,18197.56,148,128,131,147,129,134,144.70742857142994,1,1971.2,13.6,11.424000000000001,0,19606.649999999998,19522.789999999997,135.66666666666666,136.16666666666666,True,False,False,False,False,False,False,True
P06917,21292.71,33,4.68,0.083,8,54.71,20522.12,20977.3,21618.49,19838.79,19447.87,18741.89,124,123,142,132,145,136,-436.26114285714345,0,2661.58875,16.5,10.956000000000001,0,21039.303333333333,20191.076666666668,129.66666666666666,133.66666666666666,False,False,False,False,True,False,True,False
P06918,50484.02,27,4.73,0.049,13,91.87,56706.19,47931.94,44593.7,48844.95,54814.68,55178.25,106,99,115,100,105,105,493.13628571428677,1,3883.386153846154,8.307692307692308,5.292,0,49743.943333333336,51344.95166666667,106.66666666666667,105.0,False,False,True,False,False,False,False,True
P06919,44007.41,38,4.29,0.12,5,74.76,45530.26,50049.49,48094.56,37564.68,44087.67,50405.56,161,145,163,162,154,154,-115.39542857142929,0,8801.482,30.4,18.24,0,47891.43666666667,45955.369999999995,156.33333333333334,156.5,False,False,False,True,False,False,True,False
P06920,29747.85,26,5.0,0.002,29,71.93,28962.03,32626.7,32073.4,33934.63,27549.87,31164.84,96,105,109,99,114,105,-67.29171428571401,0,1025.7879310344827,3.586206896551724,0.20800000000000002,1,31220.710000000003,31051.911666666667,103.33333333333333,104.66666666666667,False,False,True,False,False,False,True,False
P06921,32058.98,25,4.4,0.182,6,61.24,36237.01,33613.03,35139.53,32369.93,30744.55,35186.89,110,93,93,91,103,106,-475.01828571428524,0,5343.163333333333,16.666666666666668,18.2,0,34996.52333333334,33881.823333333334,98.66666666666667,99.33333333333333,False,True,False,False,False,True,False,False
P06922,24953.23,25,5.0,0.095,17,56.67,21573.05,22429.4,22635.79,27000.6,28487.55,28256.88,104,109,91,94,93,92,1598.8117142857152,1,1467.8370588235293,5.882352941176471,9.5,0,22212.746666666662,25063.87833333333,101.33333333333333,97.16666666666667,False,True,False,False,False,False,False,True
P06923,33458.82,29,4.56,0.041,26,69.34,30550.67,35810.88,31166.39,31028.23,33297.83,30734.4,126,121,106,118,123,110,-193.10457142857257,0,1286.8776923076923,4.461538461538462,4.756,1,32509.313333333328,32098.066666666666,117.66666666666667,117.33333333333333,False,False,False,False,True,False,True,False
P06924,24262.54,35,4.5,0.046,12,55.26,24742.13,25914.91,22775.87,26057.61,25861.0,23173.68,149,142,148,138,141,134,-134.9211428571414,0,2021.8783333333333,11.666666666666666,6.4399999999999995,0,24477.63666666667,24754.2,146.33333333333334,142.0,False,False,False,False,True,False,True,False
P06925,13741.17,36,4.27,0.062,20,49.32,14217.52,13432.27,13774.48,14018.07,13646.71,12582.9,152,149,149,134,158,144,-208.17685714285633,0,687.0585,7.2,8.928,0,13808.090000000002,13611.991666666667,150.0,147.66666666666666,False,False,True,False,False,False,True,False
P06926,19427.55,33,4.66,0.102,22,56.36,16743.97,21903.31,17293.69,18985.44,18678.95,16873.51,120,130,145,133,139,143,-209.53228571428744,0,883.0704545454545,6.0,13.463999999999999,0,18646.99,18413.145,131.66666666666666,135.0,False,False,False,False,True,False,True,False
P06927,30168.74,38,5.0,0.157,19,69.56,29291.18,27154.68,29131.37,34428.59,32851.53,32270.98,149,151,156,166,167,161,1065.3362857142893,1,1587.8284210526317,8.0,23.864,0,28525.743333333332,30854.721666666665,152.0,158.33333333333334,False,False,False,False,True,False,False,True
P06928,20951.46,28,4.72,0.113,9,52.42,21888.96,19489.07,18953.68,20912.77,23140.83,18724.26,105,121,106,117,121,120,-83.11800000000073,0,2327.94,12.444444444444445,12.656,0,20110.57,20518.261666666665,110.66666666666667,115.0,False,False,True,False,False,False,True,False
P06929,29461.78,22,4.68,0.192,14,59.78,31212.43,25601.32,27382.63,30853.48,25677.91,25861.93,95,92,81,80,82,85,-658.6251428571434,0,2104.412857142857,6.285714285714286,16.896,0,28065.460000000003,27764.949999999997,89.33333333333333,85.83333333333333,False,False,False,False,True,False,True,False
P06930,21402.71,31,4.4,0.046,14,59.74,22289.68,23299.75,22727.89,18290.81,19983.57,20488.61,128,126,121,120,130,120,-668.3134285714283,0,1528.7649999999999,8.857142857142858,5.704,0,22772.440000000002,21180.05166666667,125.0,124.16666666666667,False,False,False,True,False,False,True,False
P06931,23741.17,29,4.78,0.06,18,59.32,22463.16,24608.38,26268.26,22327.06,23797.23,20611.3,107,126,109,120,116,121,-446.68428571428575,0,1318.9538888888887,6.444444444444445,6.96,0,24446.600000000002,23345.89833333333,114.0,116.5,False,True,False,False,False,True,False,False
P06932,36825.32,43,4.65,0.018,24,79.96,32334.69,34780.86,31554.58,41119.43,34798.06,33285.21,167,178,176,160,159,184,410.54428571428696,1,1534.3883333333333,7.166666666666667,3.0959999999999996,0,32890.043333333335,34645.471666666665,173.66666666666666,170.66666666666666,False,False,True,False,False,False,True,False
P06933,31979.84,19,4.58,0.0,25,76.66,31280.56,28754.48,32612.05,34464.28,34700.52,27853.88,69,74,70,77,77,83,73.05571428571398,0,1279.1936,3.04,0.0,0,30882.36333333333,31610.961666666666,71.0,75.0,True,False,False,False,False,False,True,False
P06934,29922.68,31,4.75,0.271,17,63.42,26590.08,25794.68,25757.98,30252.61,26464.22,33309.43,130,113,131,125,114,121,1145.714285714287,1,1760.1576470588236,7.294117647058823,33.604,0,26047.58,28028.166666666668,124.66666666666667,122.33333333333333,False,False,False,False,True,True,False,False
P06935,37031.71,27,4.06,0.199,20,68.03,42004.59,33329.42,32424.03,41477.29,40340.1,40139.42,106,106,112,99,114,111,593.127142857144,1,1851.5855,5.4,21.492,0,35919.346666666665,38285.80833333333,108.0,108.0,False,False,False,True,False,False,False,True
P06936,33844.87,28,4.57,0.061,30,75.9,33592.77,33370.55,35927.18,33704.96,35041.83,37495.19,106,122,117,114,109,117,637.2491428571486,1,1128.1623333333334,3.7333333333333334,6.832,1,34296.833333333336,34855.41333333333,115.0,114.16666666666667,False,False,False,True,False,True,False,False
